order_id,user_id,total_discounts,total_discounts_set,total_line_items_price,total_line_items_price_set,total_price,total_price_set,total_tax_set,total_tax,source_name,subtotal_price,has_taxes_included,total_weight,total_tip_received,landing_site_base_url,location_id,name,note,number,order_number,cancel_reason,cart_token,checkout_token,created_timestamp,cancelled_timestamp,closed_timestamp,processed_timestamp,updated_timestamp,currency,customer_id,email,financial_status,fulfillment_status,referring_site,billing_address_address_1,billing_address_address_2,billing_address_city,billing_address_company,billing_address_country,billing_address_country_code,billing_address_first_name,billing_address_last_name,billing_address_latitude,billing_address_longitude,billing_address_name,billing_address_phone,billing_address_province,billing_address_province_code,billing_address_zip,browser_ip,total_shipping_price_set,shipping_address_address_1,shipping_address_address_2,shipping_address_city,shipping_address_company,shipping_address_country,shipping_address_country_code,shipping_address_first_name,shipping_address_last_name,shipping_address_latitude,shipping_address_longitude,shipping_address_name,shipping_address_phone,shipping_address_province,shipping_address_province_code,shipping_address_zip,token,app_id,checkout_id,client_details_user_agent,customer_locale,order_status_url,presentment_currency,is_test_order,is_deleted,has_buyer_accepted_marketing,is_confirmed,_fivetran_synced,source_relation,orders_unique_key,shipping_cost,order_adjustment_amount,order_adjustment_tax_amount,refund_subtotal,refund_total_tax,order_adjusted_total,line_item_count,shipping_discount_amount,percentage_calc_discount_amount,fixed_amount_discount_amount,count_discount_codes_applied,order_total_shipping_tax,order_tags,order_url_tags,number_of_fulfillments,fulfillment_services,tracking_companies,tracking_numbers,customer_order_seq_number,new_vs_repeat
7013,102,19.6,"{""shop_money"":{""amount"":""19.60"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""19.60"",""currency_code"":""EUR""}}",96.0,"{""shop_money"":{""amount"":""96.00"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""96.00"",""currency_code"":""EUR""}}",97.03,"{""shop_money"":{""amount"":""97.03"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""97.03"",""currency_code"":""EUR""}}","{""shop_money"":{""amount"":""8.64"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""8.64"",""currency_code"":""EUR""}}",8.64,pos,76.4,True,2366,2.0,https://example.com/landing,202,#8013,,13,1013,,cart_7013,chk_7013,2025-07-12 09:00:00,,2025-07-12 09:00:00,2025-07-12 10:00:00,2025-07-12 12:00:00,EUR,2001,alice@example.com,refunded,partial,https://referrer.example.com,123 Main St,Apt 4,Berlin,,Germany,DE,Alice,Ng,40.7128,-74.0060,Alice Ng,+1-555-0100,NY,3,10001,203.0.113.1,"{""shop_money"":{""amount"":""9.99"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""9.99"",""currency_code"":""EUR""}}",500 Market St,,New York,,Germany,DE,Alice,Ng,30.2672,-97.7431,Alice Ng,+1-555-0111,NY,3,73301,tok_7013,580222,907013,Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/537.36,en,https://shop.example.com/orders/7013/status,EUR,False,False,False,True,2025-07-12 12:05:00,shopify.eu,shopify.eu_7013,9.99,5.0,0.4,0.0,0.0,102.43,4,0.0,9.6,10.0,0,1.0,"Welcome, Refund","utm_campaign:summer, utm_source:email",2,deliverr,"USPS, UPS",TRK70131,1,new
7014,100,1.2,"{""shop_money"":{""amount"":""1.20"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""1.20"",""currency_code"":""EUR""}}",24.0,"{""shop_money"":{""amount"":""24.00"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""24.00"",""currency_code"":""EUR""}}",28.13,"{""shop_money"":{""amount"":""28.13"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""28.13"",""currency_code"":""EUR""}}","{""shop_money"":{""amount"":""1.34"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""1.34"",""currency_code"":""EUR""}}",1.34,pos,22.8,False,2212,0.0,https://example.com/landing,202,#8014,,14,1014,,cart_7014,chk_7014,2025-07-13 09:00:00,,2025-07-16 09:00:00,2025-07-13 10:00:00,2025-07-13 12:00:00,EUR,2001,alice@example.com,refunded,partial,https://referrer.example.com,123 Main St,Apt 4,New York,,Germany,DE,Alice,Ng,40.7128,-74.0060,Alice Ng,+1-555-0100,NY,1,10001,203.0.113.1,"{""shop_money"":{""amount"":""3.99"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""3.99"",""currency_code"":""EUR""}}",500 Market St,,Munich,,Germany,DE,Alice,Ng,30.2672,-97.7431,Alice Ng,+1-555-0111,NY,1,73301,tok_7014,580111,907014,Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/537.36,et-EE,https://shop.example.com/orders/7014/status,EUR,False,False,False,True,2025-07-13 12:05:00,shopify.eu,shopify.eu_7014,3.99,5.0,0.4,0.0,0.0,33.53,1,0.0,1.2,0.0,2,0.2,"Welcome, Refund","utm_campaign:summer, utm_source:email",2,deliverr,"USPS, UPS","TRK70141, TRK70142",2,repeat
7015,101,7.4,"{""shop_money"":{""amount"":""7.40"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""7.40"",""currency_code"":""EUR""}}",48.0,"{""shop_money"":{""amount"":""48.00"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""48.00"",""currency_code"":""EUR""}}",42.63,"{""shop_money"":{""amount"":""42.63"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""42.63"",""currency_code"":""EUR""}}","{""shop_money"":{""amount"":""2.03"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""2.03"",""currency_code"":""EUR""}}",2.03,android,40.6,True,1490,0.0,https://example.com/landing,202,#8015,Urgent delivery,15,1015,2,cart_7015,chk_7015,2025-07-14 09:00:00,2025-07-15 09:00:00,2025-07-21 09:00:00,2025-07-14 10:00:00,2025-07-14 12:00:00,EUR,2001,alice@example.com,paid,fulfilled,https://referrer.example.com,123 Main St,Apt 4,Tallinn,,Germany,DE,Alice,Ng,40.7128,-74.0060,Alice Ng,+1-555-0100,CA,3,10001,203.0.113.1,"{""shop_money"":{""amount"":""0.00"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""0.00"",""currency_code"":""EUR""}}",500 Market St,,Munich,,Germany,DE,Alice,Ng,30.2672,-97.7431,Alice Ng,+1-555-0111,CA,3,73301,tok_7015,580111,907015,Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/537.36,de-DE,https://shop.example.com/orders/7015/status,EUR,False,False,False,True,2025-07-14 12:05:00,shopify.eu,shopify.eu_7015,0.0,0.0,0.0,10.0,0.5,32.13,2,0.0,2.4,5.0,0,0.0,"Promo, Welcome","utm_campaign:summer, utm_source:email",2,manual,"UPS, USPS",TRK70151,3,repeat
7016,100,5.0,"{""shop_money"":{""amount"":""5.00"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""5.00"",""currency_code"":""EUR""}}",72.0,"{""shop_money"":{""amount"":""72.00"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""72.00"",""currency_code"":""EUR""}}",74.5,"{""shop_money"":{""amount"":""74.50"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""74.50"",""currency_code"":""EUR""}}","{""shop_money"":{""amount"":""0.00"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""0.00"",""currency_code"":""EUR""}}",0.0,iphone,67.0,False,2107,0.0,https://example.com/landing,202,#8016,,16,1016,,cart_7016,chk_7016,2025-07-15 09:00:00,,2025-07-15 09:00:00,2025-07-15 10:00:00,2025-07-15 12:00:00,EUR,2001,alice@example.com,paid,partial,https://referrer.example.com,123 Main St,Apt 4,San Francisco,,Germany,DE,Alice,Ng,40.7128,-74.0060,Alice Ng,+1-555-0100,NY,4,10001,203.0.113.1,"{""shop_money"":{""amount"":""7.50"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""7.50"",""currency_code"":""EUR""}}",500 Market St,,Tartu,,Germany,DE,Alice,Ng,30.2672,-97.7431,Alice Ng,+1-555-0111,NY,4,73301,tok_7016,580333,907016,Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/537.36,en-US,https://shop.example.com/orders/7016/status,EUR,False,False,False,True,2025-07-15 12:05:00,shopify.eu,shopify.eu_7016,7.5,5.0,0.4,0.0,0.0,79.9,3,0.0,0.0,5.0,0,0.0,"Promo, Refund","utm_campaign:summer, utm_source:email",1,shippo,"USPS, UPS","TRK70161, TRK70162",4,repeat
7001,102,13.6,"{""shop_money"":{""amount"":""13.60"",""currency_code"":""USD""},""presentment_money"":{""amount"":""13.60"",""currency_code"":""USD""}}",72.0,"{""shop_money"":{""amount"":""72.00"",""currency_code"":""USD""},""presentment_money"":{""amount"":""72.00"",""currency_code"":""USD""}}",60.4,"{""shop_money"":{""amount"":""60.40"",""currency_code"":""USD""},""presentment_money"":{""amount"":""60.40"",""currency_code"":""USD""}}","{""shop_money"":{""amount"":""0.00"",""currency_code"":""USD""},""presentment_money"":{""amount"":""0.00"",""currency_code"":""USD""}}",0.0,android,58.4,True,4832,2.0,https://example.com/landing,101,#8001,,1,1001,1,cart_7001,chk_7001,2025-07-10 09:00:00,2025-07-11 09:00:00,2025-07-10 09:00:00,2025-07-10 10:00:00,2025-07-10 12:00:00,USD,2001,alice@example.com,refunded,fulfilled,https://referrer.example.com,123 Main St,Apt 4,Tallinn,,United States,US,Alice,Ng,40.7128,-74.0060,Alice Ng,+1-555-0100,NY,2,10001,203.0.113.1,"{""shop_money"":{""amount"":""0.00"",""currency_code"":""USD""},""presentment_money"":{""amount"":""0.00"",""currency_code"":""USD""}}",500 Market St,,Tartu,,United States,US,Alice,Ng,30.2672,-97.7431,Alice Ng,+1-555-0111,NY,2,73301,tok_7001,580333,907001,Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/537.36,en,https://shop.example.com/orders/7001/status,USD,False,False,False,True,2025-07-10 12:05:00,shopify.us,shopify.us_7001,0.0,0.0,0.0,10.0,0.0,50.4,3,5.0,3.6,10.0,0,0.0,"VIP, Gift","utm_campaign:summer, utm_source:email",1,deliverr,"USPS, FedEx","TRK70011, TRK70012",1,new
7002,118,10.0,"{""shop_money"":{""amount"":""10.00"",""currency_code"":""USD""},""presentment_money"":{""amount"":""10.00"",""currency_code"":""USD""}}",144.0,"{""shop_money"":{""amount"":""144.00"",""currency_code"":""USD""},""presentment_money"":{""amount"":""144.00"",""currency_code"":""USD""}}",145.94,"{""shop_money"":{""amount"":""145.94"",""currency_code"":""USD""},""presentment_money"":{""amount"":""145.94"",""currency_code"":""USD""}}","{""shop_money"":{""amount"":""6.95"",""currency_code"":""USD""},""presentment_money"":{""amount"":""6.95"",""currency_code"":""USD""}}",6.95,android,134.0,False,2655,0.0,https://example.com/landing,101,#8002,Gift wrap requested,2,1002,1,cart_7002,chk_7002,2025-07-11 09:00:00,2025-07-12 09:00:00,2025-07-11 09:00:00,2025-07-11 10:00:00,2025-07-11 12:00:00,USD,2001,alice@example.com,paid,unfulfilled,https://referrer.example.com,123 Main St,Apt 4,Tallinn,,United States,US,Alice,Ng,40.7128,-74.0060,Alice Ng,+1-555-0100,BE,4,10001,203.0.113.1,"{""shop_money"":{""amount"":""4.99"",""currency_code"":""USD""},""presentment_money"":{""amount"":""4.99"",""currency_code"":""USD""}}",500 Market St,,Tartu,,United States,US,Alice,Ng,30.2672,-97.7431,Alice Ng,+1-555-0111,BE,4,73301,tok_7002,580333,907002,Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/537.36,en-US,https://shop.example.com/orders/7002/status,USD,False,False,True,True,2025-07-11 12:05:00,shopify.us,shopify.us_7002,4.99,0.0,0.0,10.0,0.5,135.44,2,0.0,0.0,10.0,0,0.25,"Welcome, Promo","utm_campaign:summer, utm_source:email",2,shippo,"FedEx, USPS",TRK70021,2,repeat
7003,102,3.6,"{""shop_money"":{""amount"":""3.60"",""currency_code"":""USD""},""presentment_money"":{""amount"":""3.60"",""currency_code"":""USD""}}",72.0,"{""shop_money"":{""amount"":""72.00"",""currency_code"":""USD""},""presentment_money"":{""amount"":""72.00"",""currency_code"":""USD""}}",77.06,"{""shop_money"":{""amount"":""77.06"",""currency_code"":""USD""},""presentment_money"":{""amount"":""77.06"",""currency_code"":""USD""}}","{""shop_money"":{""amount"":""3.67"",""currency_code"":""USD""},""presentment_money"":{""amount"":""3.67"",""currency_code"":""USD""}}",3.67,iphone,68.4,False,732,0.0,https://example.com/landing,101,#8003,,3,1003,,cart_7003,chk_7003,2025-07-12 09:00:00,,2025-07-19 09:00:00,2025-07-12 10:00:00,2025-07-12 12:00:00,USD,2001,alice@example.com,partially_refunded,partial,https://referrer.example.com,123 Main St,Apt 4,Berlin,,United States,US,Alice,Ng,40.7128,-74.0060,Alice Ng,+1-555-0100,HR,1,10001,203.0.113.1,"{""shop_money"":{""amount"":""4.99"",""currency_code"":""USD""},""presentment_money"":{""amount"":""4.99"",""currency_code"":""USD""}}",500 Market St,,Tartu,,United States,US,Alice,Ng,30.2672,-97.7431,Alice Ng,+1-555-0111,HR,1,73301,tok_7003,580333,907003,Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/537.36,de-DE,https://shop.example.com/orders/7003/status,USD,False,False,False,True,2025-07-12 12:05:00,shopify.us,shopify.us_7003,4.99,-2.0,0.0,0.0,0.0,75.06,1,5.0,3.6,0.0,0,0.25,"Promo, Refund","utm_campaign:summer, utm_source:email",2,manual,"FedEx, USPS",TRK70031,3,repeat
7004,117,4.5,"{""shop_money"":{""amount"":""4.50"",""currency_code"":""USD""},""presentment_money"":{""amount"":""4.50"",""currency_code"":""USD""}}",90.0,"{""shop_money"":{""amount"":""90.00"",""currency_code"":""USD""},""presentment_money"":{""amount"":""90.00"",""currency_code"":""USD""}}",96.65,"{""shop_money"":{""amount"":""96.65"",""currency_code"":""USD""},""presentment_money"":{""amount"":""96.65"",""currency_code"":""USD""}}","{""shop_money"":{""amount"":""7.16"",""currency_code"":""USD""},""presentment_money"":{""amount"":""7.16"",""currency_code"":""USD""}}",7.16,iphone,85.5,False,3139,0.0,https://example.com/landing,101,#8004,,4,1004,1,cart_7004,chk_7004,2025-07-13 09:00:00,2025-07-14 09:00:00,2025-07-16 09:00:00,2025-07-13 10:00:00,2025-07-13 12:00:00,USD,2001,alice@example.com,paid,fulfilled,https://referrer.example.com,123 Main St,Apt 4,Tallinn,,United States,US,Alice,Ng,40.7128,-74.0060,Alice Ng,+1-555-0100,CA,4,10001,203.0.113.1,"{""shop_money"":{""amount"":""3.99"",""currency_code"":""USD""},""presentment_money"":{""amount"":""3.99"",""currency_code"":""USD""}}",500 Market St,,Munich,,United States,US,Alice,Ng,30.2672,-97.7431,Alice Ng,+1-555-0111,CA,4,73301,tok_7004,580111,907004,Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/537.36,en,https://shop.example.com/orders/7004/status,USD,False,False,True,True,2025-07-13 12:05:00,shopify.us,shopify.us_7004,3.99,0.0,0.0,20.0,1.6,75.05,5,0.0,4.5,0.0,2,0.32,Gift,"utm_campaign:summer, utm_source:email",1,manual,"FedEx, DHL",TRK70041,4,repeat
7017,120,10.0,"{""shop_money"":{""amount"":""10.00"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""10.00"",""currency_code"":""EUR""}}",432.0,"{""shop_money"":{""amount"":""432.00"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""432.00"",""currency_code"":""EUR""}}",433.99,"{""shop_money"":{""amount"":""433.99"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""433.99"",""currency_code"":""EUR""}}","{""shop_money"":{""amount"":""0.00"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""0.00"",""currency_code"":""EUR""}}",0.0,web,422.0,True,4208,2.0,https://example.com/landing,202,#8017,Urgent delivery,17,1017,,cart_7017,chk_7017,2025-07-13 09:00:00,,2025-07-16 09:00:00,2025-07-13 10:00:00,2025-07-13 12:00:00,EUR,2002,bob@example.com,refunded,unfulfilled,https://referrer.example.com,123 Main St,Apt 4,New York,,Germany,DE,Bob,Lopez,40.7128,-74.0060,Bob Lopez,+1-555-0100,HR,1,10001,203.0.113.1,"{""shop_money"":{""amount"":""9.99"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""9.99"",""currency_code"":""EUR""}}",500 Market St,,Tartu,,Germany,DE,Bob,Lopez,30.2672,-97.7431,Bob Lopez,+1-555-0111,HR,1,73301,tok_7017,580111,907017,Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/537.36,et-EE,https://shop.example.com/orders/7017/status,EUR,False,False,True,True,2025-07-13 12:05:00,shopify.eu,shopify.eu_7017,9.99,0.0,0.0,0.0,0.0,433.99,6,0.0,0.0,10.0,0,0.0,Welcome,"utm_campaign:summer, utm_source:email",1,deliverr,"UPS, DHL","TRK70171, TRK70172",1,new
7018,110,2.7,"{""shop_money"":{""amount"":""2.70"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""2.70"",""currency_code"":""EUR""}}",54.0,"{""shop_money"":{""amount"":""54.00"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""54.00"",""currency_code"":""EUR""}}",60.05,"{""shop_money"":{""amount"":""60.05"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""60.05"",""currency_code"":""EUR""}}","{""shop_money"":{""amount"":""2.76"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""2.76"",""currency_code"":""EUR""}}",2.76,iphone,51.3,False,4851,2.0,https://example.com/landing,202,#8018,Gift wrap requested,18,1018,1,cart_7018,chk_7018,2025-07-14 09:00:00,2025-07-15 09:00:00,2025-07-17 09:00:00,2025-07-14 10:00:00,2025-07-14 12:00:00,EUR,2002,bob@example.com,pending,unfulfilled,https://referrer.example.com,123 Main St,Apt 4,New York,,Germany,DE,Bob,Lopez,40.7128,-74.0060,Bob Lopez,+1-555-0100,NY,2,10001,203.0.113.1,"{""shop_money"":{""amount"":""3.99"",""currency_code"":""EUR""},""presentment_money"":{""amount"":""3.99"",""currency_code"":""EUR""}}",500 Market St,,Austin,,Germany,DE,Bob,Lopez,30.2672,-97.7431,Bob Lopez,+1-555-0111,NY,2,73301,tok_7018,580222,907018,Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/537.36,en,https://shop.example.com/orders/7018/status,EUR,False,False,False,True,2025-07-14 12:05:00,shopify.eu,shopify.eu_7018,3.99,-2.0,0.0,20.0,1.0,37.05,3,0.0,2.7,0.0,0,0.2,"Promo, VIP","utm_campaign:summer, utm_source:email",1,deliverr,"FedEx, USPS","TRK70181, TRK70182",2,repeat
